Country,Year,n,KPC_pos,KPC_pct,NDM_pos,NDM_pct,OXA_pos,OXA_pct,VIM_pos,VIM_pct,IMP_pos,IMP_pct,GES_pos,GES_pct,CTX-M-1_pos,CTX-M-1_pct,CTX-M-2_pos,CTX-M-2_pct,CTX-M-9_pos,CTX-M-9_pct,SHV_pos,SHV_pct,TEM_pos,TEM_pct
Belgium,2005,17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.882352941176471,1,5.882352941176471
Belgium,2006,31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.225806451612903,0,0.0
Belgium,2007,64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.125,0,0.0,0,0.0,2,3.125,0,0.0
Belgium,2008,61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Belgium,2009,78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Belgium,2010,74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.3513513513513513,0,0.0,1,1.3513513513513513,1,1.3513513513513513
Belgium,2011,50,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.0,0,0.0,0,0.0,3,6.0,2,4.0
Belgium,2012,133,1,0.7518796992481203,0,0.0,1,0.7518796992481203,0,0.0,0,0.0,1,0.7518796992481203,17,12.781954887218046,0,0.0,1,0.7518796992481203,24,18.045112781954888,18,13.533834586466165
Belgium,2013,229,0,0.0,2,0.8733624454148472,6,2.6200873362445414,0,0.0,0,0.0,2,0.8733624454148472,32,13.973799126637555,0,0.0,5,2.183406113537118,47,20.524017467248907,29,12.663755458515285
Belgium,2014,251,3,1.1952191235059761,0,0.0,2,0.796812749003984,0,0.0,0,0.0,0,0.0,45,17.92828685258964,0,0.0,3,1.1952191235059761,52,20.717131474103585,44,17.529880478087648
Belgium,2015,250,7,2.8,0,0.0,14,5.6,0,0.0,0,0.0,0,0.0,63,25.2,0,0.0,3,1.2,80,32.0,50,20.0
Belgium,2016,258,0,0.0,3,1.1627906976744187,14,5.426356589147287,0,0.0,0,0.0,0,0.0,41,15.891472868217054,1,0.3875968992248062,4,1.550387596899225,61,23.643410852713178,39,15.116279069767442
Belgium,2017,243,0,0.0,0,0.0,10,4.11522633744856,0,0.0,0,0.0,0,0.0,39,16.049382716049383,0,0.0,5,2.05761316872428,50,20.5761316872428,32,13.168724279835391
Belgium,2018,100,0,0.0,4,4.0,1,1.0,0,0.0,0,0.0,0,0.0,28,28.0,0,0.0,1,1.0,32,32.0,24,24.0
Belgium,2019,136,0,0.0,0,0.0,4,2.9411764705882355,0,0.0,0,0.0,0,0.0,21,15.441176470588236,0,0.0,2,1.4705882352941178,29,21.323529411764707,18,13.235294117647058
Belgium,2020,159,0,0.0,1,0.6289308176100629,2,1.2578616352201257,0,0.0,0,0.0,0,0.0,13,8.176100628930818,0,0.0,0,0.0,13,8.176100628930818,9,5.660377358490566
Belgium,2021,132,0,0.0,1,0.7575757575757576,2,1.5151515151515151,0,0.0,0,0.0,0,0.0,11,8.333333333333334,0,0.0,0,0.0,18,13.636363636363637,13,9.848484848484848
Belgium,2022,86,1,1.1627906976744187,1,1.1627906976744187,2,2.3255813953488373,0,0.0,0,0.0,0,0.0,12,13.953488372093023,0,0.0,0,0.0,22,25.58139534883721,10,11.627906976744185
Belgium,2023,110,1,0.9090909090909091,1,0.9090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,12,10.909090909090908,0,0.0,0,0.0,16,14.545454545454545,12,10.909090909090908
Belgium,2024,112,0,0.0,4,3.5714285714285716,5,4.464285714285714,0,0.0,0,0.0,0,0.0,18,16.071428571428573,0,0.0,0,0.0,28,25.0,13,11.607142857142858
Brazil,2004,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Brazil,2005,33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,24.242424242424242,0,0.0,8,24.242424242424242,7,21.21212121212121
Brazil,2006,22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Brazil,2007,25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Brazil,2008,60,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Brazil,2009,72,1,1.3888888888888888,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.7777777777777777,1,1.3888888888888888,0,0.0,3,4.166666666666667,1,1.3888888888888888
Brazil,2012,25,7,28.0,0,0.0,1,4.0,0,0.0,0,0.0,0,0.0,13,52.0,6,24.0,5,20.0,18,72.0,18,72.0
Brazil,2013,85,19,22.352941176470587,0,0.0,1,1.1764705882352942,0,0.0,0,0.0,0,0.0,28,32.94117647058823,7,8.235294117647058,4,4.705882352941177,49,57.64705882352941,21,24.705882352941178
Brazil,2014,105,29,27.61904761904762,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,26.666666666666668,13,12.380952380952381,6,5.714285714285714,59,56.19047619047619,37,35.23809523809524
Brazil,2015,148,50,33.78378378378378,0,0.0,1,0.6756756756756757,0,0.0,0,0.0,0,0.0,38,25.675675675675677,14,9.45945945945946,12,8.108108108108109,64,43.24324324324324,42,28.37837837837838
Brazil,2016,177,28,15.819209039548022,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,22.033898305084747,14,7.909604519774011,4,2.2598870056497176,83,46.89265536723164,57,32.20338983050848
Brazil,2017,242,58,23.96694214876033,3,1.2396694214876034,0,0.0,0,0.0,0,0.0,0,0.0,63,26.03305785123967,11,4.545454545454546,10,4.132231404958677,111,45.86776859504132,69,28.512396694214875
Brazil,2018,126,28,22.22222222222222,0,0.0,2,1.5873015873015872,0,0.0,0,0.0,0,0.0,30,23.80952380952381,4,3.1746031746031744,5,3.9682539682539684,64,50.79365079365079,46,36.507936507936506
Brazil,2019,167,52,31.137724550898202,9,5.389221556886228,0,0.0,0,0.0,1,0.5988023952095808,0,0.0,68,40.7185628742515,15,8.982035928143713,16,9.580838323353293,109,65.26946107784431,81,48.50299401197605
Brazil,2020,271,95,35.055350553505534,21,7.749077490774908,3,1.1070110701107012,0,0.0,1,0.36900369003690037,0,0.0,57,21.03321033210332,10,3.690036900369004,21,7.749077490774908,136,50.18450184501845,102,37.638376383763834
Brazil,2021,225,102,45.333333333333336,7,3.111111111111111,3,1.3333333333333333,0,0.0,0,0.0,0,0.0,56,24.88888888888889,18,8.0,36,16.0,123,54.666666666666664,90,40.0
Brazil,2022,214,77,35.981308411214954,21,9.813084112149532,5,2.336448598130841,0,0.0,0,0.0,0,0.0,76,35.51401869158879,15,7.009345794392523,7,3.2710280373831777,122,57.00934579439252,94,43.925233644859816
Brazil,2023,134,48,35.82089552238806,14,10.447761194029852,1,0.746268656716418,0,0.0,0,0.0,0,0.0,52,38.80597014925373,6,4.477611940298507,0,0.0,76,56.71641791044776,52,38.80597014925373
Brazil,2024,174,68,39.08045977011494,22,12.64367816091954,4,2.2988505747126435,0,0.0,0,0.0,0,0.0,83,47.701149425287355,7,4.022988505747127,6,3.4482758620689653,121,69.54022988505747,78,44.827586206896555
Bulgaria,2009,113,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,18.58407079646018,0,0.0,0,0.0,22,19.469026548672566,20,17.699115044247787
Bulgaria,2010,104,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,11.538461538461538,0,0.0,0,0.0,12,11.538461538461538,10,9.615384615384615
Bulgaria,2011,23,1,4.3478260869565215,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,13.043478260869565,0,0.0,0,0.0,5,21.73913043478261,4,17.391304347826086
Bulgaria,2022,26,3,11.538461538461538,7,26.923076923076923,5,19.23076923076923,0,0.0,0,0.0,0,0.0,13,50.0,0,0.0,0,0.0,17,65.38461538461539,11,42.30769230769231
Bulgaria,2023,24,1,4.166666666666667,16,66.66666666666667,10,41.666666666666664,0,0.0,0,0.0,0,0.0,11,45.833333333333336,0,0.0,0,0.0,22,91.66666666666667,17,70.83333333333333
Bulgaria,2024,30,0,0.0,25,83.33333333333333,10,33.333333333333336,0,0.0,0,0.0,0,0.0,4,13.333333333333334,0,0.0,0,0.0,28,93.33333333333333,25,83.33333333333333
Cameroon,2020,39,0,0.0,2,5.128205128205129,1,2.5641025641025643,0,0.0,0,0.0,0,0.0,3,7.6923076923076925,0,0.0,0,0.0,3,7.6923076923076925,3,7.6923076923076925
Cameroon,2021,84,0,0.0,1,1.1904761904761905,3,3.5714285714285716,0,0.0,0,0.0,0,0.0,22,26.19047619047619,0,0.0,0,0.0,19,22.61904761904762,16,19.047619047619047
Cameroon,2022,25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,44.0,0,0.0,0,0.0,13,52.0,11,44.0
Cameroon,2023,12,0,0.0,3,25.0,0,0.0,0,0.0,0,0.0,0,0.0,6,50.0,0,0.0,0,0.0,7,58.333333333333336,7,58.333333333333336
Cameroon,2024,20,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,8,40.0,0,0.0,0,0.0,9,45.0,9,45.0
Canada,2004,43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Canada,2005,33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Canada,2006,66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Canada,2007,143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Canada,2008,34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Canada,2009,113,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.8849557522123894,0,0.0,0,0.0,1,0.8849557522123894,1,0.8849557522123894
Canada,2010,109,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Canada,2011,52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.9230769230769231,0,0.0,0,0.0,1,1.9230769230769231,1,1.9230769230769231
Canada,2012,158,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,4.430379746835443,0,0.0,1,0.6329113924050633,8,5.063291139240507,4,2.5316455696202533
Canada,2013,136,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,6.617647058823529,0,0.0,5,3.676470588235294,15,11.029411764705882,12,8.823529411764707
Canada,2014,114,0,0.0,0,0.0,1,0.8771929824561403,0,0.0,0,0.0,0,0.0,6,5.2631578947368425,0,0.0,3,2.6315789473684212,14,12.280701754385966,8,7.017543859649122
Canada,2015,117,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,3.4188034188034186,0,0.0,0,0.0,8,6.837606837606837,6,5.128205128205129
Canada,2016,108,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Canada,2017,82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Canada,2018,133,1,0.7518796992481203,0,0.0,0,0.0,1,0.7518796992481203,0,0.0,0,0.0,15,11.278195488721805,0,0.0,1,0.7518796992481203,19,14.285714285714286,11,8.270676691729323
Canada,2019,176,0,0.0,1,0.5681818181818182,0,0.0,0,0.0,0,0.0,1,0.5681818181818182,19,10.795454545454545,0,0.0,1,0.5681818181818182,29,16.477272727272727,16,9.090909090909092
Canada,2020,157,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,3.1847133757961785,0,0.0,0,0.0,7,4.45859872611465,5,3.1847133757961785
Canada,2021,164,0,0.0,2,1.2195121951219512,1,0.6097560975609756,0,0.0,0,0.0,0,0.0,11,6.7073170731707314,0,0.0,2,1.2195121951219512,16,9.75609756097561,8,4.878048780487805
Canada,2022,146,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,4.794520547945205,0,0.0,0,0.0,7,4.794520547945205,7,4.794520547945205
Canada,2023,152,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,7.2368421052631575,0,0.0,1,0.6578947368421053,13,8.552631578947368,9,5.921052631578948
Canada,2024,129,0,0.0,1,0.7751937984496124,2,1.550387596899225,0,0.0,0,0.0,0,0.0,19,14.728682170542635,0,0.0,2,1.550387596899225,27,20.930232558139537,14,10.852713178294573
Chile,2005,34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9411764705882355,0,0.0,1,2.9411764705882355,1,2.9411764705882355
Chile,2006,34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9411764705882355,0,0.0,0,0.0,1,2.9411764705882355,1,2.9411764705882355
Chile,2007,70,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Chile,2008,61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.639344262295082,1,1.639344262295082,0,0.0,1,1.639344262295082,0,0.0
Chile,2009,46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,8.695652173913043,0,0.0,0,0.0,3,6.521739130434782,4,8.695652173913043
Chile,2012,54,1,1.8518518518518519,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,33.333333333333336,12,22.22222222222222,0,0.0,31,57.407407407407405,18,33.333333333333336
Chile,2013,91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,37.362637362637365,30,32.967032967032964,1,1.098901098901099,62,68.13186813186813,47,51.64835164835165
Chile,2014,135,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,56,41.48148148148148,36,26.666666666666668,2,1.4814814814814814,95,70.37037037037037,69,51.111111111111114
Chile,2015,156,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73,46.794871794871796,32,20.512820512820515,0,0.0,101,64.74358974358974,65,41.666666666666664
Chile,2016,155,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44,28.387096774193548,24,15.483870967741936,1,0.6451612903225806,66,42.58064516129032,40,25.806451612903224
Chile,2017,111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,28.82882882882883,2,1.8018018018018018,0,0.0,35,31.53153153153153,27,24.324324324324323
Chile,2018,64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,62.5,5,7.8125,1,1.5625,45,70.3125,30,46.875
Chile,2019,87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,57.47126436781609,13,14.942528735632184,0,0.0,54,62.06896551724138,32,36.7816091954023
Chile,2020,97,2,2.0618556701030926,1,1.0309278350515463,0,0.0,0,0.0,0,0.0,0,0.0,33,34.02061855670103,14,14.43298969072165,0,0.0,42,43.29896907216495,23,23.711340206185568
Chile,2021,84,9,10.714285714285714,0,0.0,1,1.1904761904761905,0,0.0,0,0.0,0,0.0,28,33.333333333333336,13,15.476190476190476,0,0.0,41,48.80952380952381,30,35.714285714285715
Chile,2022,84,6,7.142857142857143,2,2.380952380952381,0,0.0,0,0.0,0,0.0,0,0.0,24,28.571428571428573,15,17.857142857142858,0,0.0,41,48.80952380952381,22,26.19047619047619
Chile,2023,72,7,9.722222222222221,3,4.166666666666667,0,0.0,0,0.0,0,0.0,0,0.0,24,33.333333333333336,12,16.666666666666668,0,0.0,39,54.166666666666664,20,27.77777777777778
Chile,2024,72,5,6.944444444444445,3,4.166666666666667,0,0.0,0,0.0,0,0.0,0,0.0,44,61.111111111111114,13,18.055555555555557,0,0.0,52,72.22222222222223,33,45.833333333333336
China,2004,20,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
China,2005,22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.545454545454546,1,4.545454545454546,0,0.0
China,2006,22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
China,2008,25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,1,4.0,0,0.0
China,2009,115,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.7391304347826086,0,0.0,2,1.7391304347826086,2,1.7391304347826086,1,0.8695652173913043
China,2010,71,1,1.408450704225352,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.408450704225352,0,0.0,1,1.408450704225352,3,4.225352112676056,3,4.225352112676056
China,2012,125,4,3.2,0,0.0,0,0.0,0,0.0,1,0.8,0,0.0,15,12.0,0,0.0,26,20.8,45,36.0,21,16.8
China,2013,154,11,7.142857142857143,0,0.0,0,0.0,0,0.0,1,0.6493506493506493,0,0.0,24,15.584415584415584,0,0.0,29,18.83116883116883,63,40.90909090909091,37,24.025974025974026
