b0,b0_se,b1,b1_se,sigma,log_sigma_se,n,loglik,country,yrs,yr_min,yr_max,Species,Drug,year_ref
-5.522137348600162,0.04241785296757068,-0.006929647471861191,0.007499861625650477,1.619790916392157,0.019871476847913447,4762,-3651.0602158119727,France,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-5.9673943041773345,0.06413829982573543,-0.03437337666205512,0.011984160698007087,2.3701290581566634,0.021338997434065997,4103,-3801.8648194583934,Germany,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
0.5730053174177883,0.24844764268034064,0.34787488898135815,0.055002204208472204,8.977858964269544,0.033950855470785184,1706,-3137.7286648327754,Greece,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-9.956599211529214,0.9380238440794495,0.17641264586451966,0.11448164988384471,14.011053577161054,0.07844922433124418,755,-943.2500197062615,Guatemala,14,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-5.122645963663484,0.0003140105885289007,-0.0042990077924214345,0.0003139347047104417,1.0050769751087585,0.0003140443360506394,387,-236.79032202800295,Hong Kong,11,2007,2021,Klebsiella pneumoniae,Meropenem,2015
-5.310234178763446,0.0828133647610498,0.02225269117842484,0.018012372493162492,2.2358435269192714,0.02979920492226965,1335,-1713.5885169689723,Hungary,17,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-3.335931839128296,0.8022759299693308,1.1242514660840621,0.1287550755238356,21.96062784274762,0.04440744922901487,3167,-4032.655372452319,India,12,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-7.667432342327136,0.37798061577840697,-0.24062657176020164,0.04461853916329694,3.5527072112070646,0.0755960333041182,741,-511.2559472942745,Ireland,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-5.679427037681817,0.10277231733083755,-0.2510358695795668,0.02047240689158538,3.2923238339697254,0.0266711888713675,1915,-2662.29797502879,Israel,17,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-4.472751074226836,0.17148902006185177,0.10373483350522257,0.03415988258950307,10.285655492907235,0.02204108790860631,5584,-8954.978302359834,Italy,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-19.99013461117381,9.400956375899693,0.14777406920364683,0.9660173443351223,8.083980600353183,0.40911626753299923,184,-37.32265534577266,Ivory Coast,5,2020,2024,Klebsiella pneumoniae,Meropenem,2015
-5.04260612496076,0.047398971488094035,-0.0625784537990921,0.017389455863164555,0.9993642391533907,0.03174881303588327,684,-1281.7009978068888,Japan,13,2012,2024,Klebsiella pneumoniae,Meropenem,2015
-11.630687533009759,1.404533806819924,1.0697621185933865,0.20035383793114991,11.651750239232065,0.11340266331593372,343,-408.6437019213728,Jordan,13,2010,2024,Klebsiella pneumoniae,Meropenem,2015
-4.082804472595097,0.24691838431309368,0.03483155307881285,0.054387473377971125,2.4531708843911764,0.06804103953296606,123,-279.9231819741624,Kenya,5,2013,2023,Klebsiella pneumoniae,Meropenem,2015
-5.372450393953112,0.08139755171301905,0.00027341229482593987,0.01591835358516675,2.388862006022497,0.027948450254490477,1602,-2032.221292197335,"Korea, South",17,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-4.685770506812739,0.17469193429930155,-0.12547816463028416,0.04383382669937139,4.6942375295140595,0.031822946309319346,1380,-2423.8103563595073,Kuwait,13,2012,2024,Klebsiella pneumoniae,Meropenem,2015
-7.004192537019975,0.5071778398058656,-0.07832288874597858,0.060251275622602365,3.474542720516575,0.11297950789860424,309,-237.27310755705702,Latvia,10,2008,2022,Klebsiella pneumoniae,Meropenem,2015
-8.096346869389405,0.6169242389949176,-0.12457646789918406,0.06682624905928367,4.757093891830257,0.09708920730134465,485,-370.96035892437806,Lithuania,11,2008,2024,Klebsiella pneumoniae,Meropenem,2015
-4.817013726290552,0.0004164551212132298,0.13178206145108884,,1.0000920354997602,,874,-2184.852047358967,Malaysia,14,2008,2024,Klebsiella pneumoniae,Meropenem,2015
-5.6930769863422395,0.08170258134503178,-0.04815388698141094,0.01526690001995155,3.217691140819623,0.021686206498379962,3072,-4052.0890185004328,Mexico,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-8.537139120690357,0.7277931024670391,0.08696792050559031,0.10910823179843931,8.567765276050897,0.06792071927931104,728,-921.9696767363622,Morocco,13,2011,2024,Klebsiella pneumoniae,Meropenem,2015
-5.038354129100744,0.01091688297331452,-0.0006874465618967174,0.010897449590402949,0.7643772416712895,0.0007067836336492752,781,-1228.3698298772172,Netherlands,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-9.37336920126841,3.990062488150417,0.12092417732102892,0.3301639469622777,2.0372376379493167,0.5730276907860925,226,-18.056646351612784,New Zealand,6,2019,2024,Klebsiella pneumoniae,Meropenem,2015
-5.726315218920534,0.6043977427791648,-0.6561652680486477,0.11815115239681169,8.655506484293783,0.05792872788022402,967,-1190.4324496466788,Nigeria,9,2013,2024,Klebsiella pneumoniae,Meropenem,2015
-9.582301499946258,0.6831781814270989,-0.20595403991163538,0.07455878861372915,6.431266669468955,0.08539618254111349,649,-528.4983934545538,Panama,17,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-4.687983398595774,0.13194116958075575,-0.10575024226310413,0.03257146527014096,3.986394583423922,0.02767457344454254,1489,-2684.932776000849,Philippines,14,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-5.056359590489166,0.14168141901803682,0.031770844365130724,0.02904842924348293,4.0426683736431865,0.031004835402787426,1344,-2238.8849402771275,Poland,15,2008,2024,Klebsiella pneumoniae,Meropenem,2015
-5.027016125181636,0.0819449169280539,0.04108084016569389,0.01907687341604264,3.097821929393324,0.02230152496134481,2246,-3583.56483268829,Portugal,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-3.3700115132059993,3.3350270671282156,-0.8929042714710183,0.5142893821287723,9.949664869880115,0.1339366119434649,196,-244.81564590026017,Qatar,6,2019,2024,Klebsiella pneumoniae,Meropenem,2015
-4.293287765079079,0.265618861802715,0.38898353658967955,0.047748752416346754,7.37595097025563,0.03831398175464896,1266,-2269.2110927105336,Romania,16,2008,2024,Klebsiella pneumoniae,Meropenem,2015
-2.847624341512574,0.10325011015797302,0.4197590785126087,0.04344158500822751,3.9275559628438796,0.022246468518447554,1612,-3756.847165100631,Russia,8,2012,2019,Klebsiella pneumoniae,Meropenem,2015
-7.6779476506477815,0.7543252408701534,0.21974677000244183,0.13844877507903872,7.541260744170096,0.09669309293947315,303,-396.92020055281876,Saudi Arabia,10,2009,2021,Klebsiella pneumoniae,Meropenem,2015
-5.08680258015298,0.11866022387470915,-0.05951429033751898,0.024090809498128772,1.039856320864602,0.06881241226980445,167,-164.79279481444235,Singapore,6,2007,2018,Klebsiella pneumoniae,Meropenem,2015
-6.862352070570288,1.1338553568839478,-0.3132822134519572,0.15821170657912131,1.892819341142199,0.12617690890934075,119,-127.27803124796979,Slovak Republic,5,2007,2011,Klebsiella pneumoniae,Meropenem,2015
-10.165361134106446,1.4185143975875638,-0.0725677749090834,0.08634375468838194,5.0821961967514495,0.18627066127115194,192,-110.06853117927434,Slovenia,9,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-4.50292354948805,0.13301446033589545,0.29925885291864734,0.02782294358356421,4.340521739410643,0.026100386893180772,1592,-3124.5859455701193,South Africa,15,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-6.073130876673872,0.0743132361158467,0.005932159530013755,0.013311760102399438,3.5686141580228985,0.017886129459677488,5923,-7069.094336831102,Spain,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-5.3380389986465815,0.04974025853796546,-0.00273560421219437,0.01664110193557286,0.5521392952300889,0.049916440250760544,603,-888.6988391193836,Sweden,16,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-11.911465478673842,1.4526297867759,-0.05002688474177282,0.09080245869243748,4.8571427930889435,0.1677718344773573,559,-159.43398364821996,Switzerland,17,2008,2024,Klebsiella pneumoniae,Meropenem,2015
-5.020669855530279,0.09724129543549617,-0.06988185321751991,0.02075144096377339,2.983477341947157,0.026736030386390743,1684,-2528.4444708148567,Taiwan,16,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-5.240585650349759,0.17203439868435777,0.06743568328904516,0.03664039911147186,5.020924411088047,0.03037352373252735,1659,-2846.5225774254923,Thailand,16,2008,2024,Klebsiella pneumoniae,Meropenem,2015
-3.662297857812531,0.2126715067545534,0.33910771175839005,0.04150270312640814,6.660961814085498,0.02971250324017481,1716,-3356.5243711281055,Turkey,15,2008,2024,Klebsiella pneumoniae,Meropenem,2015
-8.48985743337734,1.9561861210508122,1.8710320633607682,0.32630972418979953,10.076736395495006,0.08014942273871599,420,-678.0977677311282,Ukraine,7,2018,2024,Klebsiella pneumoniae,Meropenem,2015
-5.545874655258398,0.08603669524399216,-0.08773103866843285,0.021023598257976964,2.312935084688826,0.029487568626289692,1521,-1743.9333292985937,United Kingdom,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-5.252360240401162,0.10976046587910313,0.016199882079786926,0.02489681948794467,3.2127686787625303,0.02937036403191259,1323,-2084.478345389043,Venezuela,18,2007,2024,Klebsiella pneumoniae,Meropenem,2015
-5.692924899785941,0.008754411883273227,-0.0026908437698810635,0.011326423499731949,1.065245103994887,0.00024020270374567793,2022,-2743.2468057146298,Argentina,18,2007,2024,Escherichia coli,Meropenem,2015
-5.72565689790072,7.82032449827325e-06,0.04342637210198552,7.820321819673854e-06,1.0051202503181556,7.820323034709467e-06,1829,-1838.3038483115306,Australia,17,2007,2024,Escherichia coli,Meropenem,2015
-5.607607573314529,0.01984385315108527,0.008357079214316058,0.017575536551982254,0.8072951125803896,0.01794047786292761,610,-515.7006704921888,Austria,10,2008,2024,Escherichia coli,Meropenem,2015
-5.3001829355122005,4.51510434782748e-06,-7.685823383439538e-07,4.515102618095694e-06,1.0009439103203197,4.515104035466291e-06,3260,-1886.3645855211776,Belgium,18,2007,2024,Escherichia coli,Meropenem,2015
-4.375740859590741,2.0900867800312784e-06,2.2072982143460087e-09,2.16898539176051e-06,1.0100550152063559,2.090086717051633e-06,2257,-3356.1700720110002,Brazil,17,2007,2024,Escherichia coli,Meropenem,2015
-11.806307838120963,1.9592960195723212,-0.20679626486007074,0.13555630896181126,4.11400197452039,0.22531136362459991,364,-88.95862663859731,Bulgaria,7,2008,2024,Escherichia coli,Meropenem,2015
-6.470126888741927,8.162146848331814,-1.8020637795860883,1.6387668752385707,6.11851146888317,0.5454306406642007,248,-20.530948963269744,Cameroon,5,2020,2024,Escherichia coli,Meropenem,2015
-5.751667089459408,0.0012077941390092129,-0.001931332682935034,0.001195962505549042,0.9991577810105751,0.001206284453233988,2844,-1992.7807066788255,Canada,18,2007,2024,Escherichia coli,Meropenem,2015
-5.509054716638975,0.023140225777520052,0.0025004388389226148,0.00932014613038226,0.9564904900541642,0.01847904172150748,1579,-2521.257019655139,Chile,16,2007,2024,Escherichia coli,Meropenem,2015
-4.356908402112117,5.0808960083401485e-05,0.0644223816540396,5.104773399612284e-05,1.000359462008375,5.1047703649113186e-05,4774,-8339.27797455806,China,16,2008,2024,Escherichia coli,Meropenem,2015
-5.92940136491054,0.06818831403225387,-0.038969888616537954,0.013193805433521867,2.0292548454879955,0.02517021456829991,2262,-2077.890235578873,Colombia,18,2007,2024,Escherichia coli,Meropenem,2015
-33.45644230447114,,1.5047831069355389,,12.083993201035563,,191,-58.900992771320055,Costa Rica,7,2018,2024,Escherichia coli,Meropenem,2015
-5.495815401901758,0.002973007040038384,-0.007231192774997907,0.0023603976761510676,0.9992185115003147,0.002653216305055301,1244,-1835.6153214258088,Croatia,16,2007,2024,Escherichia coli,Meropenem,2015
-5.65590847859571,0.0005826588591926076,-0.03686096575881374,0.0005819785868535094,0.8652010053523225,0.0005825885514417876,1751,-1055.731052300717,Czech Republic,18,2007,2024,Escherichia coli,Meropenem,2015
-5.6797093264280605,0.04398173410689413,-0.030917100938362932,0.008305634803836151,0.9526323262858015,0.009672677906528848,955,-622.1069184716791,Denmark,18,2007,2024,Escherichia coli,Meropenem,2015
-5.3548051651223165,7.820387316235519e-06,-0.01512307073610078,7.820386922919881e-06,1.0239439318682397,7.820387312598456e-06,185,-747.8427190141895,Dominican Republic,7,2018,2024,Escherichia coli,Meropenem,2015
-12.35951929800451,3.241128073022048,-0.01833358367237732,0.10800577433311154,3.801640639392746,0.37306455053103293,425,-39.24344516345448,Finland,14,2007,2024,Escherichia coli,Meropenem,2015
-5.686796460098327,7.820367052203103e-06,0.022300394848073793,7.820359920351045e-06,1.0287412568667564,7.820365552360825e-06,6463,-3129.037677106353,France,18,2007,2024,Escherichia coli,Meropenem,2015
-5.4346388289254115,0.012912899032062716,-0.023578745431232433,0.005382712297074131,1.184467540462892,,5823,-3242.194074639485,Germany,18,2007,2024,Escherichia coli,Meropenem,2015
-5.535620581320947,7.8197395257894e-06,-0.05521732980722967,7.819737700915309e-06,1.0160178115452823,7.819738928334373e-06,1896,-1634.9431179241742,Greece,18,2007,2024,Escherichia coli,Meropenem,2015
-14.593242694570188,1.1966261504813376,-0.10931612230789563,0.0865093560882776,8.851604963424284,0.0949869027112464,942,-554.4190328719533,Guatemala,15,2007,2024,Escherichia coli,Meropenem,2015
-5.57580783281978,0.12717314373948535,-0.0075755069413092875,0.021005972189953034,1.0261282165572674,0.07964043686294395,464,-164.1883625808148,Hong Kong,11,2007,2021,Escherichia coli,Meropenem,2015
-5.747666990896796,0.0015020718212979966,-0.004041085016077705,0.0014913576002305562,1.005885947821977,0.0015014273477626237,1521,-1599.2176751282345,Hungary,17,2007,2024,Escherichia coli,Meropenem,2015
-14.585703304789538,0.8546981037219008,0.18515207896351918,0.09762765202088909,15.813810711996291,0.0462292974717016,2876,-3035.781094305477,India,12,2007,2024,Escherichia coli,Meropenem,2015
-7.36875001657271,0.33695661440378266,-0.06267771200286741,0.027910166141789424,2.2695246331619794,0.08881669295175343,1037,-351.40819058713464,Ireland,18,2007,2024,Escherichia coli,Meropenem,2015
-5.739715720731723,0.042910254989078654,-0.0859701005507214,0.010405053699875563,1.5230271814674634,0.019965421879353663,2063,-1955.51832406634,Israel,17,2007,2024,Escherichia coli,Meropenem,2015
-6.035548168499071,0.04294226514438378,-0.027372397899931285,0.00771382322970032,1.7320816851021874,0.01731746112627192,6508,-4235.205629370776,Italy,18,2007,2024,Escherichia coli,Meropenem,2015
-42.88480430217257,20.33278509726162,2.11692116261921,1.8909871851700395,12.964612573685029,0.37490186116300406,191,-48.58680398385785,Ivory Coast,5,2020,2024,Escherichia coli,Meropenem,2015
-5.644255202080981,7.820387204588865e-06,0.04630859863113346,7.820385726418416e-06,1.0033445165609511,7.82038717812403e-06,983,-596.9752542792,Japan,13,2012,2024,Escherichia coli,Meropenem,2015
-4.303440678257974,0.0004233819359513191,-0.09950769799549233,0.00042327323014363126,1.108824547395492,0.00042337677417861357,327,-302.66192465203255,Jordan,13,2010,2024,Escherichia coli,Meropenem,2015
-5.2289300809349015,0.01092859000303952,0.14915857821796444,0.01569091874329334,0.9999985461570483,0.022774208654293148,171,-248.8038502490944,Kenya,5,2013,2023,Escherichia coli,Meropenem,2015
-4.411670911606324,7.818762204522295e-06,0.03911222880477812,7.818747348588526e-06,1.000237951686344,7.818759227792022e-06,2500,-2670.4146524560474,"Korea, South",17,2007,2024,Escherichia coli,Meropenem,2015
-5.6183182007762955,0.0003577278208938741,-0.07424680519009315,0.00028682748867058064,1.2701609073810962,0.0002866997174407896,1317,-1403.9357111234194,Kuwait,13,2012,2024,Escherichia coli,Meropenem,2015
-7.723148609079524,0.25844971638755493,-0.047131176852282124,0.056499177457493534,1.9039468348000597,0.07202666555602058,302,-60.70349637003831,Latvia,10,2008,2022,Escherichia coli,Meropenem,2015
-6.164975725673649,0.001303749630539501,0.0059169187046258405,0.0013016787317992032,1.048658645818023,0.0013034354660973859,485,-106.02734769483067,Lithuania,11,2008,2024,Escherichia coli,Meropenem,2015
-5.544565871882757,7.82038724469645e-06,0.03165100100216275,7.820385798867325e-06,1.0036959068825824,7.820387203645193e-06,760,-2515.8883554326176,Malaysia,14,2008,2024,Escherichia coli,Meropenem,2015
-5.820469917326548,0.05434188303122036,-0.054166397818116885,0.010088092624660084,2.22875027185452,0.018879876640350835,3795,-3993.5263199009114,Mexico,18,2007,2024,Escherichia coli,Meropenem,2015
-4.301014280944211,3.4973835248110177e-06,1.585720517703821e-05,5.828970909523062e-06,1.001035869337701,5.828971223295857e-06,667,-653.2411934620714,Morocco,13,2011,2024,Escherichia coli,Meropenem,2015
-5.673149669139688,0.015550571379485229,0.012019821270382744,0.015550570075808828,0.6826921580642183,7.82038720126775e-06,913,-391.2141140585202,Netherlands,18,2007,2024,Escherichia coli,Meropenem,2015
-4.502824781847638,20.52739695588207,-0.029107260593998433,1.188882581692669,0.2780844395098291,40.818769010588134,301,-11.811775993397477,New Zealand,6,2019,2024,Escherichia coli,Meropenem,2015
-6.66194228325015,0.35834360747136484,-0.5368258910763282,0.08149223412310755,4.41141844398896,0.0660201816897959,1057,-672.1746058679557,Nigeria,9,2013,2024,Escherichia coli,Meropenem,2015
-5.317662145657346,7.82038728049197e-06,9.006381589666908e-05,6.385318800671072e-06,1.0030622964842022,6.385319290912719e-06,630,-967.8555186869941,Panama,17,2007,2024,Escherichia coli,Meropenem,2015
-5.573217583987423,0.01876812401268566,-0.007731175422331571,0.0007879605750106932,1.2244692697525104,0.0008798883766030435,1397,-1990.6900305649524,Philippines,14,2007,2024,Escherichia coli,Meropenem,2015
-5.525391596722981,7.820387137389779e-06,-0.05028568301787172,7.820385326492163e-06,0.871124564434636,7.820386995413666e-06,1511,-2887.8456477610616,Poland,15,2008,2024,Escherichia coli,Meropenem,2015
-5.579622184791778,0.0108158589399598,-0.07232014501232453,0.010657300224326469,1.0019280299879307,0.001964884130252533,2338,-1616.5206653026123,Portugal,17,2008,2024,Escherichia coli,Meropenem,2015
-21.637350679270938,7.963738433095442,0.5075023517047995,0.9868561881395013,13.875089564106764,0.2448110747153284,151,-107.38700085621079,Qatar,6,2019,2024,Escherichia coli,Meropenem,2015
-5.63137544522342,0.00037287057993889647,-0.03761808735901124,0.0003523291471894188,1.2186371726221217,0.0003522826481320009,1196,-873.1038485489339,Romania,17,2008,2024,Escherichia coli,Meropenem,2015
-5.520360995574821,7.8203473186511e-06,0.07278853940951142,7.820346451475398e-06,1.0011618332552932,7.820346719893654e-06,1616,-8538.775120451657,Russia,8,2012,2019,Escherichia coli,Meropenem,2015
-7.025132557245192,0.6232039365017383,0.0643679003836598,0.0638795848982006,2.2663327126720065,0.1753462675715656,279,-113.78933799616763,Saudi Arabia,10,2009,2021,Escherichia coli,Meropenem,2015
-4.486368788237574,14.796000486879747,0.00198511522292212,0.06178955588254916,0.24693208485100077,30.421297191002097,178,-19.125286952829935,Singapore,7,2007,2018,Escherichia coli,Meropenem,2015
-4.326288255629111,11.4742758244685,0.031584403877459734,1.1115193594118142,0.2491322635857387,35.14681946099014,113,-9.900532269552789,Slovak Republic,5,2007,2011,Escherichia coli,Meropenem,2015
-13.11135368064613,3.0903389357766775,-0.13499975025078947,0.11475535145634899,4.578960000598524,0.31902070513544206,313,-48.81645350003089,Slovenia,9,2007,2024,Escherichia coli,Meropenem,2015
-5.609467054033195,0.024218454898934014,-0.09222882029010125,0.010805762078038057,1.1535895626724844,0.015603572344881961,1657,-1371.0044895460676,South Africa,16,2007,2024,Escherichia coli,Meropenem,2015
-5.766807606802486,0.027111600893797487,-0.04328715507253302,0.006233145861361913,1.27053190948177,0.013762967050679436,7274,-3818.683990719738,Spain,18,2007,2024,Escherichia coli,Meropenem,2015
-5.910780859270376,0.05893134867262833,-0.002468449216292568,0.015970855197527445,0.8919342636160604,0.03614364948559068,870,-424.9192567859734,Sweden,16,2007,2024,Escherichia coli,Meropenem,2015
-9.196143581847577,1.2801837818227748,-0.023174806311010168,0.057133764886847,2.540297455835422,0.23450818359376682,805,-93.80505815223097,Switzerland,17,2008,2024,Escherichia coli,Meropenem,2015
-5.610577962597804,,-0.015506721359696924,,1.3549698640243113,0.0028624357242869832,1692,-1795.1974653851644,Taiwan,16,2007,2024,Escherichia coli,Meropenem,2015
-5.656687339850808,0.07380714178662454,-0.07295852146468436,0.01971640115873324,2.1589470770771446,0.026957037889519208,1543,-1889.1782133047436,Thailand,16,2008,2024,Escherichia coli,Meropenem,2015
-5.586531814965085,0.05900641985698719,-0.08255017142435976,0.014062635592104517,1.8450168318921294,0.023898400499147366,1884,-2047.1019819335932,Turkey,15,2008,2024,Escherichia coli,Meropenem,2015
-19.65240835427727,3.6451778408014377,0.8107598222589502,0.45515385382376644,10.757200521152896,0.14809094260711445,326,-244.285040448349,Ukraine,7,2018,2024,Escherichia coli,Meropenem,2015
-5.268126112031162,0.00899657667567925,0.009188342854653152,0.008996574955647542,0.995969386780603,5.5298487995125655e-06,2040,-4084.036217661187,United Kingdom,18,2007,2024,Escherichia coli,Meropenem,2015
-5.4503018529444756,0.002144558021241628,-0.025074386620014596,0.006673876942361075,1.0833219448375517,0.006785227533127315,1596,-3705.4508624635746,Venezuela,18,2007,2024,Escherichia coli,Meropenem,2015
-4.310755987151246,0.1415102074323596,0.1615824386161484,0.026368240801164212,2.7225709915894294,0.04072998053572769,791,-1109.5379353421658,Argentina,15,2007,2021,Enterobacter cloacae,Meropenem,2015
-4.551008791032123,0.0019532346703854567,-0.03311704112519334,0.0019244634749951666,1.0009502909513492,0.0019318401834141619,465,-554.6584498119571,Australia,16,2007,2023,Enterobacter cloacae,Meropenem,2015
-4.314936472032577,0.2067090877858966,0.2534909271068143,0.0621091755444201,1.7842099950618828,0.06942295971030221,235,-271.54153820792834,Austria,9,2008,2016,Enterobacter cloacae,Meropenem,2015
-4.775728741313738,0.07594418397488652,0.0198942344716898,0.01821844520511556,1.8425787929500048,0.03480767485681384,1158,-1342.7448153685964,Belgium,17,2007,2023,Enterobacter cloacae,Meropenem,2015
-4.511864802369224,0.15588239471560475,0.08786320017422877,0.039065508586377085,2.707867862741007,0.04931880177491777,425,-689.0200820323748,Brazil,17,2007,2024,Enterobacter cloacae,Meropenem,2015
-4.927418418085559,0.09032240443401406,0.013104372023382427,0.016585336238298005,1.8795480196922485,0.03986895744950419,1299,-1303.6052393790405,Canada,17,2007,2023,Enterobacter cloacae,Meropenem,2015
-4.316279078258465,0.09860468722652171,-0.04146016739301789,0.022295056066636672,1.8125902452469718,0.042370449843118184,505,-752.525879361446,Chile,14,2007,2022,Enterobacter cloacae,Meropenem,2015
-4.7193107708132045,0.11501024578297739,0.016802155360937904,0.03019937286190578,2.81610741801213,0.03569780201576504,899,-1393.7975922210355,China,16,2008,2024,Enterobacter cloacae,Meropenem,2015
-4.882609690034773,0.2116453749661571,0.0014278593237732678,0.03762569266726662,3.8752496316381015,0.045278656859538136,699,-1097.379346001919,Colombia,17,2007,2024,Enterobacter cloacae,Meropenem,2015
-3.778742209236567,14.689201624494908,-0.11459709252223456,7.607437132125112,0.19665997916810424,66.38371906829825,45,-12.946966444091924,Costa Rica,6,2018,2024,Enterobacter cloacae,Meropenem,2015
-4.842646472790988,0.24014740169013124,0.046084273746067383,0.04358274995102982,3.595682454481519,0.06062809372524688,427,-629.0784447447811,Croatia,14,2007,2024,Enterobacter cloacae,Meropenem,2015
-4.705828754263961,0.06234147190307766,-0.05751590271254672,0.014657016195856132,1.2037928588994353,0.04202448602322226,682,-686.0107891617996,Czech Republic,18,2007,2024,Enterobacter cloacae,Meropenem,2015
-4.827233115899832,0.12670511554472133,0.04166813076137572,0.02594403516169907,1.5096375239162214,0.06117019440564294,376,-375.871505914122,Denmark,16,2007,2022,Enterobacter cloacae,Meropenem,2015
-6.963624513628671,7.82038732356653e-06,0.3856290046606986,7.820387210704196e-06,0.9966065643170609,7.820387320175505e-06,42,-53.17103891029525,Dominican Republic,7,2018,2024,Enterobacter cloacae,Meropenem,2015
-6.375848264533757,0.5937361933303092,-0.20691288921292153,0.09405946133257638,3.101725278375067,0.11972606124970067,153,-171.96234527370436,Finland,12,2007,2022,Enterobacter cloacae,Meropenem,2015
